年度,日期,片名中文,英文片名,國家,評分,Wiki,IMDb_ID,豆瓣ID,HackMD_ID,Google,Wiki,IMDb,豆瓣,Note,人物標籤,主題標籤,Remark
1998,1998-06-01,楚門的世界,The Truman Show,美,8,楚門的世界,tt0120382,1292064,,Google,Wiki,IMDb,豆瓣,x,@金·凱瑞,,
1998,1998-05-20,哥斯拉,Godzilla,美,7,酷斯拉,tt0120685,1295292,,Google,Wiki,IMDb,豆瓣,x,@尚·雷諾 @蓋瑞·歐德曼,,
1998,1998-05-08,彗星撞地球,Deep Impact,美,6,末日救未來,tt0120647,1293131,,Google,Wiki,IMDb,豆瓣,x,@摩根·費里曼,,
1998,1998-04-18,名偵探柯南：第14號獵物,Detective Conan: The Fourteenth Target,日本,7,名偵探柯南：第十四號獵物,tt0965649,2357699,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(2),
1998,1998-04-03,終極密碼戰,Mercury Rising,美,5,水銀蒸發令,tt0120749,1296705,,Google,Wiki,IMDb,豆瓣,x,@布魯斯·威利,,
1998,1998-01-31,七夜怪談,Ring,日本,7,午夜凶鈴,tt0178868,1307696,,Google,Wiki,IMDb,豆瓣,x,,#恐怖片,
1997,1997-12-19,鐵達尼號,Titanic,美,10,泰坦尼克号_(1997年电影),tt0120338,1292722,,Google,Wiki,IMDb,豆瓣,x,@@詹姆斯·卡麥隆 @李奧納多·狄卡皮歐 @凱特·溫斯蕾,!奧斯卡最佳影片(70) !奧斯卡最佳導演(70),
1997,1997-12-06,007 明日帝國,Tomorrow Never Dies,美,7,新鐵金剛之明日帝國,tt0120347,1299247,,Google,Wiki,IMDb,豆瓣,x,@皮爾斯·布洛斯南 @楊紫瓊,!007(18),
1997,1997-12-05,心靈捕手,Good Will Hunting,美,10,心灵捕手,tt0119217,1292656,,Google,Wiki,IMDb,豆瓣,x,@麥特·戴蒙 @羅賓·威廉斯 @班·艾佛列克,#數學,
1997,1997-08-22,魔鬼女大兵,G.I. Jane,美,5,魔鬼女大兵,tt0119173,1298872,,Google,Wiki,IMDb,豆瓣,x,@@雷利·史考特 @黛咪·摩爾,,
1997,1997-07-25,空軍一號,Air Force One,美,8,空军一号_(电影),tt0118571,1293537,,Google,Wiki,IMDb,豆瓣,x,@哈里遜·福特 @蓋瑞·歐德曼,,
1997,1997-07-12,魔法公主,Mononoke Hime[,日本,6,魔法公主,tt0119698,1297359,,Google,Wiki,IMDb,豆瓣,x,@@宮崎駿,#動畫,
1997,1997-06-27,大力士,Hercules,美,7,大力士_(1997年电影),tt0119282,1299800,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(35),
1997,1997-06-27,變臉,Face Off,美,6,奪面雙雄,tt0119094,1292659,,Google,Wiki,IMDb,豆瓣,x,@@吳宇森 @尼可拉斯·凱吉,,
1997,1997-06-13,捍衛戰警2：喋血巡洋,Speed 2 : Cruise Control,美,5,生死時速2,tt0120179,1297389,,Google,Wiki,IMDb,豆瓣,x,@基努·李維 @珊卓·布拉克,##捍衛戰警,
1997,1997-06-06,空中監獄,Con Air,美,5,空中监狱,tt0118880,1300618,,Google,Wiki,IMDb,豆瓣,x,@尼可拉斯·凱吉,,
1997,1997-05-19,侏羅紀公園：失落的世界,The Lost World: Jurassic Park,美,7,侏罗纪公园：失落的世界,tt0119567,1293702,mJ8FBGPySseP0UtZfVQfPg,Google,Wiki,IMDb,豆瓣,Note,@@史蒂芬·史匹柏 @@李察·艾登堡 @傑夫·高布倫,##侏羅紀,
1997,1997-05-10,失樂園,Lost Paradise,日本,7,失樂園_(小說)#電影,tt0120120,1308567,,Google,Wiki,IMDb,豆瓣,x,,,
1997,1997-05-07,第五元素,The Fifth Element,法,8,第五元素_(電影),tt0119116,1293531,,Google,Wiki,IMDb,豆瓣,x,@@盧·貝松 @布魯斯·威利 @蓋瑞·歐德曼,,
1997,1997-04-19,名偵探柯南：引爆摩天樓,Detective Conan: The Time Bomb Skyscraper,日本,8,名偵探柯南：引爆摩天樓,tt0131479,1439579,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(1),
1997,1997-02-07,天崩地裂,Dante's Peak,美,9,天崩地裂,tt0118928,1292590,,Google,Wiki,IMDb,豆瓣,x,@皮爾斯·布洛斯南 @琳達·漢彌頓,,
1996,1996-12-13,征服情海,Jerry Maguire,美,7,征服情海,tt0116695,1293158,,Google,Wiki,IMDb,豆瓣,x,@湯姆·克魯斯 @小古巴·古丁 @芮妮·齊薇格,#運動,
1996,1996-09-13,返家十萬里,Fly Away Home,美,8,返家十萬里,tt0116329,1292642,,Google,Wiki,IMDb,豆瓣,x,@安娜·派昆,,
1996,1996-07-02,ID4星際終結者,Independence Day,美,7,天煞-地球反擊戰,tt0116629,1293013,,Google,Wiki,IMDb,豆瓣,x,@威爾·史密斯 @傑夫·高布倫,,
1996,1996-06-21,鐘樓怪人,The Hunchback of Notre Dame,美,7,钟楼怪人_(1996年电影),tt0116583,1301538,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(34),
1996,1996-06-07,絕地任務,The Rock,美,7,絕地任務,tt0117500,1292728,,Google,Wiki,IMDb,豆瓣,x,@@麥可·貝 @史恩·康納萊 @尼可拉斯·凱吉,,
1996,1996-05-22,不可能的任務,Mission: Impossible,美,8,職業特工隊,tt0117060,1292484,OCV9KP4wRFWUPpk7Ym1QgA,Google,Wiki,IMDb,豆瓣,Note,@湯姆·克魯斯 @尚·雷諾,##不可能的任務,
1996,1996-05-08,龍捲風,Twister,美,8,龙卷风_(电影),tt0117998,1292454,,Google,Wiki,IMDb,豆瓣,x,,,
1995,1995-12-15,野蠻遊戲,Jumanji,美,9,逃出魔幻紀,tt0113497,1294990,,Google,Wiki,IMDb,豆瓣,x,@羅賓·威廉斯,,
1995,1995-11-22,玩具總動員,Toy Story,美,10,玩具总动员,tt0114709,1291575,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !皮克斯(1) ##玩具總動員,
1995,1995-07-28,水世界,Waterworld,美,7,未来水世界,tt0114898,1294037,,Google,Wiki,IMDb,豆瓣,x,@凱文·科斯納,,
1995,1995-07-15,心之谷,Whisper of the Heart,日本,10,心之谷,tt0113824,1297052,,Google,Wiki,IMDb,豆瓣,x,,#動畫,
1995,1995-07-07,第一武士,First Knight,美,5,,tt0113071,1299363,,Google,x,IMDb,豆瓣,x,@史恩·康納萊,,
1995,1995-06-30,阿波羅13號,Apollo 13,美,9,阿波罗13号_(电影),tt0112384,1293785,,Google,Wiki,IMDb,豆瓣,x,@湯姆·漢克,,
1995,1995-06-23,風中奇緣,Pocahontas,美,6,风中奇缘_(电影),tt0114148,1301342,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(33),
1995,1995-06-02,麥迪遜之橋,The Bridges of Madison County,美,7,廊桥遗梦,tt0112579,1293929,q1WnnQFyTIuZa5CzNwLoqQ,Google,Wiki,IMDb,豆瓣,Note,@克林·伊斯威特 @梅莉·史翠普,,
1995,1995-05-24,梅爾吉勃遜之英雄本色,Braveheart,美,6,勇敢的心,tt0112573,1294639,,Google,Wiki,IMDb,豆瓣,x,@@梅爾·吉勃遜 @梅爾·吉勃遜,!奧斯卡最佳影片(68) !奧斯卡最佳導演(68) #戰爭(蘇格蘭獨立戰爭),
1995,1995-05-19,終極警探3,Die Hard with a Vengeance,美,7,終極警探3,tt0112864,1299837,,Google,Wiki,IMDb,豆瓣,x,@布魯斯·威利,##終極警探,
1995,1995-03-25,情書,Love Letter,日本,8,情书_(电影),tt0113703,1292220,BIR1lgKFQO6Lqs-k_Na_Jw,Google,Wiki,IMDb,豆瓣,Note,,,
1995,1995-03-10,危機總動員,Outbreak,美,9,恐怖地带,tt0114069,1301419,,Google,Wiki,IMDb,豆瓣,x,@達斯汀·霍夫曼 @小古巴·古丁 @摩根·費里曼 @唐納·蘇德蘭,,
1995,1995-02-17,正當防衛,Just Cause,美,5,,tt0113501,1296255,,Google,x,IMDb,豆瓣,x,@史恩·康納萊,,
1994,1994-12-15,賭神2,God of Gamblers' Returns,香港,5,賭神2,tt0109683,1292506,,Google,Wiki,IMDb,豆瓣,x,@周潤發,,
1994,1994-12-09,桃色機密,Disclosure,美,6,桃色機密,tt0109635,1292814,,Google,Wiki,IMDb,豆瓣,x,@麥克·道格拉斯 @黛咪·摩爾,,
1994,1994-11-23,魔鬼二世,Junior,美,5,魔鬼二世,tt0110216,1298902,,Google,Wiki,IMDb,豆瓣,x,@阿諾·史瓦辛格,,
1994,1994-09-30,驚濤駭浪,The River Wild,美,8,,tt0110997,1298406,,Google,x,IMDb,豆瓣,x,@梅莉·史翠普 @凱文·貝肯,,
1994,1994-09-23,益智遊戲,Quiz Show,美,7,,tt0110932,1292759,ShzbD9VKT821lIOp-g4Czw,Google,x,IMDb,豆瓣,Note,@@勞勃·瑞福 @雷夫·范恩斯,,
1994,1994-09-14,終極追殺令,Leon,法,8,這個殺手不太冷,tt0110413,1295644,Rg8oMtM0QTC97tNSWQ68rQ,Google,Wiki,IMDb,豆瓣,Note,@@盧·貝松 @尚·雷諾 @娜塔莉·波曼,,
1994,1994-09-10,刺激 1995,The Shawshank Redemption,美,10,肖申克的救赎,tt0111161,1292052,ncVhSxr9TDqVqXtpUA_iOw,Google,Wiki,IMDb,豆瓣,Note,@摩根·費里曼,,
1994,1994-08-13,梁祝,The Lovers,香港,6,梁祝_(1994年電影),tt0110340,1310159,,Google,Wiki,IMDb,豆瓣,x,@@徐克,,
1994,1994-07-29,摩登大聖,The Mask,美,8,變相怪傑,tt0110475,1297570,,Google,Wiki,IMDb,豆瓣,x,@金·凱瑞,,
1994,1994-07-23,阿甘正傳,Forrest Gump,美,10,阿甘正传,tt0109830,1292720,_EQaoNBER12iKSlC9mdEgQ,Google,Wiki,IMDb,豆瓣,Note,@@勞勃·辛密克斯 @湯姆·漢克,#疾病 #戰爭 !奧斯卡最佳影片(67) !奧斯卡最佳導演(67),
1994,1994-07-15,魔鬼大帝：真實謊言,True Lies,美,8,真实的谎言,tt0111503,1292553,,Google,Wiki,IMDb,豆瓣,x,@@詹姆斯·卡麥隆 @阿諾·史瓦辛格 @潔美·李·寇蒂斯,,
1994,1994-07-02,飲食男女,Eat Drink Man Woman,台,7,饮食男女_(电影),tt0111797,1291818,,Google,Wiki,IMDb,豆瓣,x,@@李安,,
1994,1994-06-15,獅子王,The Lion King,美,8,狮子王,tt0110357,1301753,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(32) ##獅子王,
1994,1994-06-07,捍衛戰警,Speed,美,8,生死时速,tt0111257,1293167,3c7lcdeKTOeDtcesVtEabA,Google,Wiki,IMDb,豆瓣,Note,@基努·李維 @珊卓·布拉克,##捍衛戰警,
1994,1994-05-20,賈方復仇記,The Return of Jafar,美,5,賈方復仇記,tt0107952,1306875,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼,
1994,1994-05-18,活著,To Live,中,8,活着_(電影),tt0110081,1292365,,Google,Wiki,IMDb,豆瓣,x,@@張藝謀,#文革,
1993,1993-12-23,費城,Philadelphia,美,7,费城故事_(1993年电影),tt0107818,1293145,,Google,Wiki,IMDb,豆瓣,x,@湯姆·漢克,#疾病 #法律,
1993,1993-12-02,太極張三豐,The Tai-Chi Master,香港,7,太極張三豐 (電影),tt0108281,1294561,,Google,Wiki,IMDb,豆瓣,x,@李連杰 @楊紫瓊,,
1993,1993-11-30,辛德勒名單,Schindler's List,美,10,辛德勒的名单,tt0108052,1295124,5nL0Dz_OQcazRxrFVhCJWA,Google,Wiki,IMDb,豆瓣,Note,@@史蒂芬·史匹柏 @連恩·尼遜 @雷夫·范恩斯,!奧斯卡最佳影片(66) !奧斯卡最佳導演(66) #戰爭(第二次世界大戰) #種族歧視 #黑白片 #黑白色彩轉換,
1993,1993-11-04,青蛇,Green Snake,香港,6,青蛇_(電影),tt0106559,1303394,,Google,Wiki,IMDb,豆瓣,x,@@徐克 @張曼玉,,
1993,1993-10-08,超級戰警,Demolition Man,美,5,越空狂龍,tt0106697,1297650,,Google,Wiki,IMDb,豆瓣,x,@席維斯·史特龍 @珊卓·布拉克,,
1993,1993-06-30,黑色豪門企業,The Firm,美,5,黑色豪門企業,tt0106918,1294537,,Google,Wiki,IMDb,豆瓣,x,@@薛尼·波勒 @湯姆·克魯斯 @荷莉·杭特,#法律,
1993,1993-06-25,西雅圖夜未眠,Sleepless in Seattle,美,10,西雅圖夜未眠,tt0108160,1298128,-cPmzZMHSNaitM_OJQ2FdQ,Google,Wiki,IMDb,豆瓣,Note,@湯姆·漢克 @梅格·萊恩,,
1993,1993-06-09,侏羅紀公園,Jurassic Park,美,10,侏羅紀公園,tt0107290,1292523,Txn1pYJvTke_zKgfMyNTLg,Google,Wiki,IMDb,豆瓣,Note,@@史蒂芬·史匹柏 @山姆·尼爾 @@李察·艾登堡 @傑夫·高布倫,##侏羅紀,
1993,1993-05-17,鋼琴師和他的情人,The Piano,紐西蘭,8,鋼琴別戀,tt0107822,1293818,1z9RhFTZSpGMa0CH4eFQlg,Google,Wiki,IMDb,豆瓣,Note,@@珍·康萍 @荷莉·杭特 @哈維·凱托 @安娜·派昆 @山姆·尼爾,#手語,
1993,1993-05-13,八仙飯店人肉叉燒包,The Untold Story,香港,4,八仙饭店之人肉叉烧包,tt0103743,,,Google,Wiki,IMDb,x,x,@黃秋生,,
1993,1993-05-05,海潮之聲,I Can Hear the Sea,日本,5,海潮之声,tt0108432,1418640,,Google,Wiki,IMDb,豆瓣,x,,#動畫,
1993,1993-03-05,囍宴,The Wedding Banquet,台,7,囍宴_(電影),tt0107156,1303037,,Google,Wiki,IMDb,豆瓣,x,@@李安,#性別,
1993,1993-02-22,黃飛鴻之鐵雞鬥蜈蚣,Last Hero in China,香港,5,黃飛鴻之鐵雞鬥蜈蚣,tt0108593,1305201,,Google,Wiki,IMDb,豆瓣,x,@李連杰,##黃飛鴻,
1993,1993-02-12,東方三俠,The Heroic Trio,香港,6,東方三俠,tt0105619,1304091,,Google,Wiki,IMDb,豆瓣,x,@梅艷芳 @楊紫瓊 @張曼玉 @黃秋生,,
1993,1993-02-05,射鵰英雄傳之東成西就,The Eagle Shooting Heroes,香港,8,射鵰英雄傳之東成西就,tt0108074,1316510,g1FMj32kQ4yq95onlxR95g,Google,Wiki,IMDb,豆瓣,Note,@張國榮 @梁家輝 @林青霞 @梁朝偉 @張曼玉 @王祖賢,##金庸,
1993,1993-01-30,方世玉,The Legend of Fong Sai-Yuk,香港,6,方世玉_(電影),tt0106936,1297763,,Google,Wiki,IMDb,豆瓣,x,@李連杰,,
1993,1993-01-01,霸王別姬,Farewell My Concubine,中,10,霸王別姬_(電影),tt0106332,1291546,,Google,Wiki,IMDb,豆瓣,x,@@陳凱歌 @張國榮,#性別 #文革,
1992,1992-12-24,黃飛鴻之三：獅王爭霸,Once Upon a Time in China III,香港,6,黃飛鴻之三：獅王爭霸,tt0108592,1292704,,Google,Wiki,IMDb,豆瓣,x,@@徐克 @李連杰,##黃飛鴻,
1992,1992-12-11,軍官與魔鬼,A Few Good Men,美,7,義海雄風,tt0104257,1295260,,Google,Wiki,IMDb,豆瓣,x,@湯姆·克魯斯 @黛咪·摩爾 @凱文·貝肯 @傑克·尼克遜,#法律,
1992,1992-11-25,阿拉丁,Aladdin,美,7,阿拉丁_(1992年电影),tt0103639,1299513,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(31),
1992,1992-11-25,終極保鑣,The Bodyguard,美,6,保镖_(电影),tt0103855,1299362,,Google,Wiki,IMDb,豆瓣,x,@凱文·科斯納,,
1992,1992-09-25,棋王,King of Chess,香港,7,棋王_(1991年電影),tt0095450,1307163,,Google,Wiki,IMDb,豆瓣,x,@@徐克,#文革,
1992,1992-08-20,鹿鼎記II神龍教,Royal Tramp II,香港,5,鹿鼎记II神龙教,tt0104771,1306951,,Google,Wiki,IMDb,豆瓣,x,@周星馳 @林青霞,##鹿鼎記 ##金庸,
1992,1992-08-08,黃飛鴻笑傳,Once Upon A Time A Hero in China,香港,6,,tt0104459,1298382,,Google,x,IMDb,豆瓣,x,,##黃飛鴻,
1992,1992-07-31,捉神弄鬼,Death Becomes Her,美,7,,tt0104070,1299556,,Google,x,IMDb,豆瓣,x,@梅莉·史翠普 @布魯斯·威利,,
1992,1992-07-18,紅豬,Porco Rosso,日本,7,红猪,tt0104652,1291838,,Google,Wiki,IMDb,豆瓣,x,@@宮崎駿,#動畫,
1992,1992-07-11,新龍門客棧,Dragon Inn,香港,6,新龍門客棧,tt0105859,1292287,,Google,Wiki,IMDb,豆瓣,x,@@徐克,,
1992,1992-07-04,警察故事III超級警察,Police Story III - Super Cop,香港,7,警察故事III超級警察,tt0104558,1296203,,Google,Wiki,IMDb,豆瓣,x,@成龍 @張曼玉 @楊紫瓊,##警察故事,
1992,1992-07-03,少年吔，安啦！,Dust of Angels,台,7,少年吔，安啦！,tt0105382,1298846,,Google,Wiki,IMDb,豆瓣,x,,#黑幫,
1992,1992-06-27,鹿鼎記,Royal Tramp,香港,7,鹿鼎記_(1992年電影),tt0104770,1297223,,Google,Wiki,IMDb,豆瓣,x,@周星馳 @林青霞,##鹿鼎記 ##金庸,
1992,1992-05-11,致命武器3,Lethal Weapon 3,美,6,,tt0104714,1300713,,Google,x,IMDb,豆瓣,x,@@李察·唐納 @梅爾·吉勃遜,##致命武器,
1992,1992-04-16,黃飛鴻之二：男兒當自強,Once Upon a Time in China II,香港,7,黃飛鴻之二：男兒當自強,tt0105839,1293475,,Google,Wiki,IMDb,豆瓣,x,@@徐克 @李連杰,##黃飛鴻,
1992,1992-03-20,第六感追緝令,Basic Instinct,美,6,第六感追緝令,tt0103772,1291869,,Google,Wiki,IMDb,豆瓣,x,@麥克·道格拉斯,,
1992,1992-02-01,生生長流,"Life, and Nothing More...",伊朗,7,,tt0105888,1303471,Ro5tf-jLTzCm0QYR9qmTNQ,Google,x,IMDb,豆瓣,Note,@@阿巴斯,,
1992,1992-01-24,笑傲江湖II東方不敗,The Legend of the Swordsman,香港,8,笑傲江湖II東方不敗,tt0103295,1294417,,Google,Wiki,IMDb,豆瓣,x,@@程小東 @林青霞,##金庸,
1991,1991-12-07,推手,Pushing Hands,台,7,推手_(電影),tt0105652,1306939,,Google,Wiki,IMDb,豆瓣,x,@@李安,,
1991,1991-11-22,美女與野獸,Beauty and the Beast,美,8,美女与野兽_(1991年电影),tt0101414,1297995,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(30),
1991,1991-08-29,五億探長雷洛傳,Lee Rock,香港,5,五億探長雷洛傳,tt0103292,1297248,,Google,Wiki,IMDb,豆瓣,x,@劉德華,,
1991,1991-08-15,黃飛鴻,Once Upon a Time in China,香港,7,黃飛鴻_(1991年電影),tt0103285,1298443,,Google,Wiki,IMDb,豆瓣,x,@@徐克 @李連杰,##黃飛鴻,
1991,1991-07-20,兒時的點點滴滴,Only Yesterday,日本,6,岁月的童话,tt0102587,1291588,,Google,Wiki,IMDb,豆瓣,x,@@高畑勳,#動畫,
1991,1991-07-03,魔鬼終結者2,Terminator 2: Judgment Day,美,9,终结者2：审判日,tt0103064,1291844,,Google,Wiki,IMDb,豆瓣,x,@@詹姆斯·卡麥隆 @阿諾·史瓦辛格 @琳達·漢彌頓,##魔鬼終結者,
1991,1991-05-24,浴火赤子情,Backdraft,美,7,浴火赤子情,tt0101393,1293921,,Google,Wiki,IMDb,豆瓣,x,@勞勃·狄尼洛,,
1991,1991-02-14,沉默的羔羊,The Silence of the Lambs,美,8,沉默的羔羊,tt0102926,1293544,,Google,Wiki,IMDb,豆瓣,x,@@強納森·德米 @茱蒂·佛斯特 @安東尼·霍普金斯,!奧斯卡最佳影片(64) !奧斯卡最佳導演(64),
1990,1990-12-23,綠卡,Green Card,美,7,綠卡_(電影),tt0099699,1293651,,Google,Wiki,IMDb,豆瓣,x,,,
1990,1990-12-21,魔鬼孩子王,Kindergarten Cop,美,5,魔鬼孩子王,tt0099938,1295192,,Google,Wiki,IMDb,豆瓣,x,@阿諾·史瓦辛格,,
1990,1990-12-20,教父 3,The Godfather Part III,美,8,教父3,tt0099674,1294240,,Google,Wiki,IMDb,豆瓣,x,@@法蘭西斯·科波拉 @艾爾·帕西諾 @安迪·加西亞,##教父 #黑幫,
1990,1990-12-13,賭俠,God of Gamblers II,香港,5,赌侠,tt0101763,1300566,,Google,Wiki,IMDb,豆瓣,x,@周潤發 @周星馳 @劉德華,,
1990,1990-12-06,剪刀手愛德華,Edward Scissorhands,美,6,剪刀手爱德华,tt0099487,1292370,,Google,Wiki,IMDb,豆瓣,x,@強尼·戴普,,
1990,1990-11-23,滾滾紅塵,Red Dust,香港,8,滚滚红尘_(电影),tt0099719,1296334,VCY1koGUQQOgyn1u69YMkw,Google,Wiki,IMDb,豆瓣,Note,@林青霞 @秦漢 @張曼玉,#文革,
1990,1990-11-21,與狼共舞,Dances with Wolves,美,8,與狼共舞,tt0099348,1293764,,Google,Wiki,IMDb,豆瓣,x,@@凱文·科斯納 @凱文·科斯納,!奧斯卡最佳影片(63) !奧斯卡最佳導演(63),
1990,1990-11-16,小鬼當家,Home Alone,美,6,小鬼當家,tt0099785,1293088,,Google,Wiki,IMDb,豆瓣,x,,,
1990,1990-08-28,異域,A Home Too Far,台,7,異域_(電影),tt0100987,1307756,,Google,Wiki,IMDb,豆瓣,x,@劉德華,#戰爭(國共內戰),
1990,1990-08-25,麻雀變鳳凰,Pretty Woman,美,6,麻雀變鳳凰,tt0100405,1293825,,Google,Wiki,IMDb,豆瓣,x,@茱莉亞·羅勃茲,,
1990,1990-08-18,賭聖,All for the Winne,香港,6,赌圣,tt0104147,1298644,,Google,Wiki,IMDb,豆瓣,x,@周星馳,,
1990,1990-07-28,川島芳子,Kawashima Yoshiko,香港,6,川島芳子 (1990年電影),tt0099265,1307569,,Google,Wiki,IMDb,豆瓣,x,@梅艷芳 @劉德華,,
1990,1990-07-13,第六感生死戀,Ghost,美,7,人鬼情未了,tt0099653,1293203,,Google,Wiki,IMDb,豆瓣,x,@黛咪·摩爾,,
1990,1990-07-04,終極警探2,Die Hard 2,美,7,終極警探2,tt0099423,1300537,,Google,Wiki,IMDb,豆瓣,x,@布魯斯·威利,##終極警探,
1990,1990-05-25,回到未來 III,Back to the Future Part III,美,7,回到未來III,tt0099088,1296666,,Google,Wiki,IMDb,豆瓣,x,@@勞勃·辛密克斯 @米高·J·福克斯,##回到未來 #時空穿越,
1990,1990-03-02,獵殺紅色十月,The Hunt for Red October,美,6,追擊赤色十月_(電影),tt0099810,1293830,,Google,Wiki,IMDb,豆瓣,x,@史恩·康納萊,,
1990,1990-01-27,笑傲江湖,Swordsman,香港,8,笑傲江湖_(1990年電影),tt0100973,1297304,,Google,Wiki,IMDb,豆瓣,x,@@胡金銓,##金庸,
1989,1989-12-14,賭神,God of Gamblers,香港,6,賭神,tt0097244,1300883,,Google,Wiki,IMDb,豆瓣,x,@周潤發 @劉德華 @王祖賢,,
1989,1989-11-22,回到未來 II,Back to the Future Part II,美,8,回到未來II,tt0096874,1299092,,Google,Wiki,IMDb,豆瓣,x,@@勞勃·辛密克斯 @米高·J·福克斯,##回到未來 #時空穿越,
1989,1989-11-17,小美人魚,The Little Mermaid,美,7,小美人鱼,tt0097757,1293120,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(28),
1989,1989-09-22,黑雨,Black Rain,美,6,黑雨_(美国电影),tt0096933,1298608,,Google,Wiki,IMDb,豆瓣,x,@麥克·道格拉斯 @安迪·加西亞,#黑幫,
1989,1989-09-12,悲情城市,A City of Sadness,台,7,悲情城市,tt0096908,1294194,X1wQWdppTI6umJLaunq8wQ,Google,Wiki,IMDb,豆瓣,Note,@@侯孝賢 @梁朝偉,,
1989,1989-09-09,英雄本色III夕陽之歌,A Better Tomorrow III,香港,5,英雄本色III夕陽之歌,tt0098691,1293759,,Google,Wiki,IMDb,豆瓣,x,@周潤發 @梅艷芳 @梁家輝,#黑幫 ##英雄本色,
1989,1989-08-26,魯冰花,The Dull-Ice Flower,台,10,魯冰花_(1989年電影),tt0097791,1308228,F86qJhHfSvGBtY4hubMoOA,Google,Wiki,IMDb,豆瓣,Note,,,
1989,1989-08-09,無底洞,The Abyss,美,7,深渊_(电影),tt0096754,1299560,,Google,Wiki,IMDb,豆瓣,x,@@詹姆斯·卡麥隆,,
1989,1989-07-29,魔女宅急便,Kiki's Delivery Service,日本,8,魔女宅急便,tt0097814,1307811,,Google,Wiki,IMDb,豆瓣,x,@@宮崎駿 @@高畑勳,#動畫,
1989,1989-07-14,殺人執照,Licence to Kill,英,7,鐵金剛勇戰殺人狂魔,tt0097742,1292754,,Google,Wiki,IMDb,豆瓣,x,@提摩西·達頓,!007(16),
1989,1989-07-12,當哈利遇上莎莉,When Harry Met Sally...,美,6,當哈利碰上莎莉,tt0098635,1291842,,Google,Wiki,IMDb,豆瓣,x,@梅格·萊恩,,
1989,1989-06-23,蝙蝠俠,Batman,美,7,蝙蝠俠 (1989年電影),tt0096895,1297970,,Google,Wiki,IMDb,豆瓣,x,@米高·基頓 @傑克·尼克遜,##蝙蝠俠,
1989,1989-05-24,聖戰奇兵,Indiana Jones and the Last Crusade,美,9,聖戰奇兵,tt0097576,1293471,,Google,Wiki,IMDb,豆瓣,x,@@史蒂芬·史匹柏 @哈里遜·福特 @史恩·康納萊,#戰爭,
1989,1989-04-21,夢幻成真,Field of Dreams,美,7,夢幻成真,tt0097351,1294070,,Google,Wiki,IMDb,豆瓣,x,@凱文·科斯納,#運動,
1989,1989-01-01,再見阿郎,All About Ah Long,香港,7,阿郎的故事,tt0098694,1293315,,Google,Wiki,IMDb,豆瓣,x,@周潤發 @張艾嘉,,
1988,1988-12-16,雨人,Rain Man,美,8,雨人,tt0095953,1291870,,Google,Wiki,IMDb,豆瓣,x,@@巴瑞·李文森 @達斯汀·霍夫曼 @湯姆·克魯斯,!奧斯卡最佳影片(61) !奧斯卡最佳導演(61) #疾病 #數學 #公路電影,
1988,1988-11-17,新天堂樂園,Nuovo Cinema Paradiso,義大利,7,新天堂樂園,tt0095765,1291828,W-exm0nDTzGGEm9rlmnhwg,Google,Wiki,IMDb,豆瓣,Note,@@朱塞佩·托納多雷,#電影,
1988,1988-10-14,控訴,The Accused,美,7,被告_(电影),tt0094608,1291867,,Google,Wiki,IMDb,豆瓣,x,@茱蒂·佛斯特,#法律,
1988,1988-08-13,警察故事續集,Police Story Part II,香港,5,警察故事續集,tt0095403,1304726,,Google,Wiki,IMDb,豆瓣,x,@成龍 @張曼玉,##警察故事,
1988,1988-07-15,終極警探,Die Hard,美,8,終極警探,tt0095016,1292697,,Google,Wiki,IMDb,豆瓣,x,@布魯斯·威利,##終極警探,
1988,1988-06-18,長短腳之戀,Fractured Follies,香港,5,長短腳之戀,tt0094852,1299965,,Google,Wiki,IMDb,豆瓣,x,@周潤發 @王祖賢,,
1988,1988-05-25,第一滴血3,Rambo III,美,5,第一滴血3,tt0095956,1300399,,Google,Wiki,IMDb,豆瓣,x,@席維斯·史特龍,##第一滴血,
1988,1988-04-16,龍貓,Tonari no Totoro,日本,9,龙猫,tt0096283,1291560,,Google,Wiki,IMDb,豆瓣,x,@@宮崎駿,#動畫,
1988,1988-04-16,螢火蟲之墓,Grave of the Fireflies,日本,7,萤火虫之墓,tt0095327,1293318,,Google,Wiki,IMDb,豆瓣,x,@@高畑勳,#動畫 #戰爭(第二次世界大戰),
1988,1988-03-19,法內情,The Truth,香港,6,法內情,tt0095124,2215964,,Google,Wiki,IMDb,豆瓣,x,@劉德華,,
